PLAYER,CURRENTTEAM,AGE,DATE OF BIRTH,POS,HANDED,DRAFTED,EXTENSION,SIGNING DATE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,S.BONUS,PlayerId,TYPE,TEAM,TEAMS
Mikael Backlund,CGY,32.0,1989-03-17,C,Left,24 - Round 1 - 2007 (CGY),True,2018-02-16,29.0,M-NTC,6.0,UFA,2024.0,5350000.0,7.1,5350000.0,5350000.0,5350000.0,0.0,8474150.0,Standard,CGY,CGY
Ryan McDonagh,NSH,32.0,1989-06-13,LD,Left,12 - Round 1 - 2007 (MTL),True,2018-07-01,30.0,NTC,7.0,UFA,2026.0,6750000.0,8.5,6750000.0,8400000.0,8400000.0,0.0,8474151.0,Standard,TBL,TBL
Max Pacioretty,CAR,32.0,1988-11-20,LW,Left,22 - Round 1 - 2007 (MTL),True,2018-09-10,30.0,M-NTC,4.0,UFA,2023.0,7000000.0,8.8,7000000.0,5250000.0,5250000.0,0.0,8474157.0,Standard,VGK,VGK
Jakub Voracek,CBJ,31.0,1989-08-15,"RW, LW",Left,7 - Round 1 - 2007 (CBJ),True,2015-07-30,25.0,,8.0,UFA,2024.0,8250000.0,11.6,8250000.0,7500000.0,7500000.0,0.0,8474161.0,Standard,CBJ,CBJ
Jake Muzzin,TOR,32.0,1989-02-21,LD,Left,141 - Round 5 - 2007 (PIT),True,2020-02-24,31.0,NTC,4.0,UFA,2024.0,5625000.0,6.9,5625000.0,6500000.0,1000000.0,5500000.0,8474162.0,Standard,TOR,TOR
Alec Martinez,VGK,33.0,1987-07-26,LD,Left,95 - Round 4 - 2007 (LAK),True,2021-07-28,33.0,M-NTC,3.0,UFA,2024.0,5250000.0,6.4,5250000.0,4250000.0,4250000.0,0.0,8474166.0,Standard,VGK,VGK
Carl Hagelin,WSH,32.0,1988-08-23,LW,Left,168 - Round 6 - 2007 (NYR),True,2019-06-16,30.0,,4.0,UFA,2023.0,2750000.0,3.5,2750000.0,3000000.0,2000000.0,1000000.0,8474176.0,Standard,WSH,WSH
Lars Eller,WSH,32.0,1989-05-08,C,Left,13 - Round 1 - 2007 (STL),True,2018-02-10,29.0,,5.0,UFA,2023.0,3500000.0,4.7,3500000.0,3000000.0,3000000.0,0.0,8474189.0,Standard,WSH,WSH
Wayne Simmonds,TOR,32.0,1988-08-26,"RW, LW",Right,61 - Round 2 - 2007 (LAK),True,2021-06-29,32.0,NTC,2.0,UFA,2023.0,900000.0,1.1,900000.0,750000.0,750000.0,0.0,8474190.0,Standard,TOR,TOR
Nick Holden,OTT,34.0,1987-05-15,LD,Left,-,True,2020-02-24,33.0,,2.0,UFA,2022.0,1700000.0,2.1,1700000.0,1400000.0,1400000.0,0.0,8474207.0,Standard,OTT,OTT
Jay Beagle,-,35.0,1985-10-16,C,Right,-,False,2018-07-01,32.0,M-NTC,4.0,UFA,2022.0,3000000.0,3.8,3000000.0,2200000.0,1200000.0,1000000.0,8474291.0,Standard,ARI,ARI
Drew Doughty,LAK,31.0,1989-12-08,RD,Right,2 - Round 1 - 2008 (LAK),True,2018-07-01,29.0,NMC,8.0,UFA,2027.0,11000000.0,13.8,11000000.0,11000000.0,7000000.0,4000000.0,8474563.0,Standard,LAK,LAK
Steven Stamkos,TBL,31.0,1990-02-07,"RW, C, LW",Right,1 - Round 1 - 2008 (TBL),True,2016-06-29,26.0,NMC,8.0,UFA,2024.0,8500000.0,11.6,8500000.0,7500000.0,1000000.0,6500000.0,8474564.0,Standard,TBL,TBL
Alex Pietrangelo,VGK,31.0,1990-01-18,RD,Right,4 - Round 1 - 2008 (STL),False,2020-10-12,30.0,NMC,7.0,UFA,2027.0,8800000.0,10.8,8800000.0,5000000.0,2000000.0,3000000.0,8474565.0,Standard,VGK,VGK
Zach Bogosian,TBL,30.0,1990-07-15,RD,Right,3 - Round 1 - 2008 (WPG),False,2021-07-28,30.0,NTC,3.0,UFA,2024.0,850000.0,1.0,850000.0,750000.0,750000.0,0.0,8474567.0,Standard,TBL,TBL
Luke Schenn,VAN,31.0,1989-11-02,RD,Right,5 - Round 1 - 2008 (TOR),False,2021-07-28,31.0,,2.0,UFA,2023.0,850000.0,1.0,850000.0,800000.0,800000.0,0.0,8474568.0,Standard,VAN,VAN
Josh Bailey,NYI,31.0,1989-10-02,"RW, LW",Left,9 - Round 1 - 2008 (NYI),True,2018-02-23,28.0,,6.0,UFA,2024.0,5000000.0,6.7,5000000.0,5000000.0,5000000.0,0.0,8474573.0,Standard,NYI,NYI
Tyler Myers,VAN,31.0,1990-02-01,RD,Right,12 - Round 1 - 2008 (BUF),False,2019-07-01,29.0,NTC,5.0,UFA,2024.0,6000000.0,7.4,6000000.0,7000000.0,2000000.0,5000000.0,8474574.0,Standard,VAN,VAN
Erik Karlsson,SJS,31.0,1990-05-31,RD,Right,15 - Round 1 - 2008 (OTT),True,2019-06-17,29.0,NMC,8.0,UFA,2027.0,11500000.0,14.5,11500000.0,14500000.0,5500000.0,9000000.0,8474578.0,Standard,SJS,SJS
Jake Gardiner,CAR,30.0,1990-07-04,LD,Left,17 - Round 1 - 2008 (ANA),False,2019-09-06,28.0,M-NTC,4.0,UFA,2023.0,4050000.0,5.0,4050000.0,4200000.0,4200000.0,0.0,8474581.0,Standard,CAR,CAR
Michael Del Zotto,FLA,31.0,1990-06-24,LD,Left,20 - Round 1 - 2008 (NYR),False,2021-07-28,31.0,,2.0,UFA,2023.0,2000000.0,2.5,2000000.0,1750000.0,1750000.0,0.0,8474584.0,Standard,OTT,OTT
Jordan Eberle,SEA,31.0,1990-05-15,RW,Right,22 - Round 1 - 2008 (EDM),True,2019-06-14,29.0,M-NTC,5.0,UFA,2024.0,5500000.0,6.9,5500000.0,7000000.0,7000000.0,0.0,8474586.0,Standard,SEA,SEA
Tyler Ennis,-,31.0,1989-10-06,"LW, RW",Left,26 - Round 1 - 2008 (BUF),False,2021-10-07,31.0,,1.0,UFA,2022.0,900000.0,1.1,900000.0,900000.0,900000.0,0.0,8474589.0,Standard,OTT,OTT
John Carlson,WSH,31.0,1990-01-10,RD,Right,27 - Round 1 - 2008 (WSH),True,2018-06-25,28.0,M-NTC,8.0,UFA,2026.0,8000000.0,10.1,8000000.0,8000000.0,3000000.0,5000000.0,8474590.0,Standard,WSH,WSH
Jacob Markström,CGY,31.0,1990-01-31,G,Left,31 - Round 2 - 2008 (FLA),False,2020-10-09,30.0,NMC,6.0,UFA,2026.0,6000000.0,7.4,6000000.0,4000000.0,4000000.0,0.0,8474593.0,Standard,CGY,CGY
Jake Allen,MTL,30.0,1990-08-07,G,Left,34 - Round 2 - 2008 (STL),True,2020-10-14,30.0,,2.0,UFA,2023.0,2875000.0,3.5,2875000.0,2000000.0,2000000.0,0.0,8474596.0,Standard,MTL,MTL
Roman Josi,NSH,31.0,1990-06-01,LD,Left,38 - Round 2 - 2008 (NSH),True,2019-10-29,30.0,NMC,8.0,UFA,2028.0,9059000.0,11.1,9059000.0,10750000.0,750000.0,10000000.0,8474600.0,Standard,NSJ,NSJ
Justin Schultz,SEA,30.0,1990-07-06,RD,Right,43 - Round 2 - 2008 (ANA),False,2020-10-09,29.0,,2.0,UFA,2022.0,4000000.0,4.9,4000000.0,5000000.0,5000000.0,0.0,8474602.0,Standard,WSH,WSH
Zac Dalpe,FLA,31.0,1989-11-01,C,Right,45 - Round 2 - 2008 (CAR),False,2021-07-30,31.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8474610.0,Standard,FLA,FLA
Travis Hamonic,OTT,30.0,1990-08-16,RD,Right,53 - Round 2 - 2008 (NYI),False,2021-07-28,30.0,M-NTC,2.0,UFA,2023.0,3000000.0,3.7,3000000.0,2750000.0,2750000.0,0.0,8474612.0,Standard,VAN,"VAN,OTT"
Derek Stepan,CAR,31.0,1990-06-18,"C, RW",Right,51 - Round 2 - 2008 (NYR),False,2021-07-31,31.0,,1.0,UFA,2022.0,1350000.0,1.7,1350000.0,1350000.0,1350000.0,0.0,8474613.0,Standard,CAR,CAR
Marco Scandella,STL,31.0,1990-02-23,LD,Left,55 - Round 2 - 2008 (MIN),True,2020-04-16,30.0,M-NTC,4.0,UFA,2024.0,3275000.0,4.0,3275000.0,3550000.0,3550000.0,0.0,8474618.0,Standard,STL,STL
Michael Stone,CGY,31.0,1990-06-07,RD,Right,69 - Round 3 - 2008 (ARI),False,2021-09-10,31.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8474628.0,Standard,CGY,CGY
Michael Hutchinson,VGK,31.0,1990-03-02,G,Right,77 - Round 3 - 2008 (BOS),False,2020-10-30,30.0,,2.0,UFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8474636.0,Standard,TOR,TOR
Adam Henrique,ANA,31.0,1990-02-06,"C, LW",Left,82 - Round 3 - 2008 (NJD),True,2018-07-16,29.0,M-NTC,5.0,UFA,2024.0,5825000.0,7.3,5825000.0,5825000.0,5825000.0,0.0,8474641.0,Standard,ANA,ANA
Braden Holtby,-,31.0,1989-09-16,G,Left,93 - Round 4 - 2008 (WSH),False,2021-07-28,31.0,,1.0,UFA,2022.0,2000000.0,2.5,2000000.0,2000000.0,2000000.0,0.0,8474651.0,Standard,DAL,DAL
Harri Säteri,-,31.0,1989-12-29,G,Left,106 - Round 4 - 2008 (SJS),False,2022-03-20,31.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8474667.0,Standard,ARI,"ARI,TOR"
TJ Brodie,TOR,31.0,1990-06-07,LD/RD,Left,114 - Round 4 - 2008 (CGY),False,2020-10-09,30.0,NTC,4.0,UFA,2024.0,5000000.0,6.1,5000000.0,5000000.0,5000000.0,0.0,8474673.0,Standard,TOR,TOR
Gustav Nyquist,CBJ,31.0,1989-09-01,"RW, LW",Left,121 - Round 4 - 2008 (DET),False,2019-07-01,29.0,,4.0,UFA,2023.0,5500000.0,6.7,5500000.0,6000000.0,6000000.0,0.0,8474679.0,Standard,CBJ,CBJ
Dustin Tokarski,PIT,31.0,1989-09-16,G,Left,122 - Round 5 - 2008 (TBL),False,2020-11-04,30.0,,2.0,UFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8474682.0,Standard,BUF,BUF
Derek Grant,ANA,31.0,1990-04-20,"C, RW",Left,119 - Round 4 - 2008 (OTT),False,2020-10-09,30.0,,3.0,UFA,2023.0,1500000.0,1.8,1500000.0,1500000.0,1500000.0,0.0,8474683.0,Standard,ANA,ANA
Greg Pateryn,-,31.0,1990-06-20,RD,Right,128 - Round 5 - 2008 (TOR),False,2021-07-29,31.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8474688.0,Standard,ANA,ANA
Mark Borowiecki,NSH,31.0,1989-07-12,LD,Left,139 - Round 5 - 2008 (OTT),False,2020-10-09,30.0,,2.0,UFA,2022.0,2000000.0,2.5,2000000.0,2000000.0,2000000.0,0.0,8474697.0,Standard,NSJ,NSJ
Matt Martin,NYI,32.0,1989-05-08,"LW, RW",Left,148 - Round 5 - 2008 (NYI),False,2021-01-11,31.0,,4.0,UFA,2024.0,1500000.0,1.8,1500000.0,1500000.0,1500000.0,0.0,8474709.0,Standard,NYI,NYI
Cam Atkinson,PHI,32.0,1989-06-05,"RW, LW",Right,157 - Round 6 - 2008 (CBJ),True,2017-11-16,29.0,M-NTC,7.0,UFA,2025.0,5875000.0,7.8,5875000.0,5275000.0,5275000.0,0.0,8474715.0,Standard,PHI,PHI
Jared Spurgeon,MIN,31.0,1989-11-29,RD,Right,156 - Round 6 - 2008 (NYI),True,2019-09-14,30.0,NMC,7.0,UFA,2027.0,7575000.0,9.3,7575000.0,9000000.0,5000000.0,4000000.0,8474716.0,Standard,MIN,MIN
Luke Witkowski,STL,31.0,1990-04-14,"RW, RD",Right,160 - Round 6 - 2008 (TBL),False,2021-07-29,31.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8474722.0,Standard,DET,"STL,DET"
Zac Rinaldo,-,31.0,1990-06-15,LW,Left,178 - Round 6 - 2008 (PHI),False,2021-08-13,31.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8474736.0,Standard,CBJ,CBJ
Jordie Benn,TOR,33.0,1987-07-26,LD/RD,Left,-,False,2021-08-27,33.0,,1.0,UFA,2022.0,900000.0,1.1,900000.0,900000.0,900000.0,0.0,8474818.0,Standard,MIN,MIN
Antoine Roussel,-,31.0,1989-11-21,LW,Left,-,False,2018-07-01,28.0,M-NTC,4.0,UFA,2022.0,3000000.0,3.8,3000000.0,1900000.0,1900000.0,0.0,8474849.0,Standard,ARI,ARI
Tyler Johnson,CHI,30.0,1990-07-29,"RW, C, LW",Right,-,False,2017-07-10,26.0,M-NTC,7.0,UFA,2024.0,5000000.0,6.7,5000000.0,5500000.0,5500000.0,0.0,8474870.0,Standard,CHI,CHI
Brian Lashoff,-,30.0,1990-07-16,LD,Left,-,False,2021-07-30,30.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8474873.0,Standard,DET,DET
Mike Hoffman,MTL,31.0,1989-11-24,"LW, RW",Left,130 - Round 5 - 2009 (OTT),False,2021-07-28,31.0,,3.0,UFA,2024.0,4500000.0,5.5,4500000.0,3500000.0,3500000.0,0.0,8474884.0,Standard,MTL,MTL
Martin Jones,SEA,31.0,1990-01-10,G,Left,-,False,2021-07-28,31.0,,1.0,UFA,2022.0,2000000.0,2.5,2000000.0,2000000.0,2000000.0,0.0,8474889.0,Standard,PHI,PHI
Tyler Bozak,-,35.0,1986-03-19,"C, RW",Right,-,False,2021-09-14,35.0,NTC,1.0,UFA,2022.0,750000.0,0.9,2000000.0,750000.0,750000.0,0.0,8475098.0,35+,STL,STL
Marcus Johansson,WSH,30.0,1990-10-06,"C, LW, RW",Left,24 - Round 1 - 2009 (WSH),False,2021-08-06,30.0,,1.0,UFA,2022.0,1500000.0,1.8,1500000.0,1500000.0,1500000.0,0.0,8475149.0,Standard,SEA,SEA
Kyle Palmieri,NYI,30.0,1991-02-01,"RW, LW",Right,26 - Round 1 - 2009 (ANA),False,2021-09-01,30.0,NTC,4.0,UFA,2025.0,5000000.0,6.1,5000000.0,5000000.0,5000000.0,0.0,8475151.0,Standard,NYI,NYI
Mikko Koskinen,-,32.0,1988-07-18,G,Left,31 - Round 2 - 2009 (NYI),True,2019-01-21,30.0,M-NTC,3.0,UFA,2022.0,4500000.0,5.7,4500000.0,4500000.0,4500000.0,0.0,8475156.0,Standard,EDM,EDM
Ryan O'Reilly,STL,30.0,1991-02-07,C,Left,33 - Round 2 - 2009 (COL),True,2015-07-03,25.0,,7.0,UFA,2023.0,7500000.0,10.5,7500000.0,6000000.0,1000000.0,5000000.0,8475158.0,Standard,STL,STL
Kyle Clifford,TOR,30.0,1991-01-13,LW,Left,35 - Round 2 - 2009 (LAK),False,2020-10-11,29.0,,2.0,UFA,2022.0,1000000.0,1.2,1000000.0,1300000.0,1300000.0,0.0,8475160.0,Standard,TOR,"STL,TOR"
Alex Chiasson,-,30.0,1990-10-01,RW,Right,38 - Round 2 - 2009 (DAL),False,2021-10-12,30.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8475163.0,Standard,VAN,VAN
Jakob Silfverberg,ANA,30.0,1990-10-13,"RW, LW",Right,39 - Round 2 - 2009 (OTT),True,2019-03-01,28.0,M-NTC,5.0,UFA,2024.0,5250000.0,6.6,5250000.0,5250000.0,5250000.0,0.0,8475164.0,Standard,ANA,ANA
John Tavares,TOR,30.0,1990-09-20,C,Left,1 - Round 1 - 2009 (NYI),False,2018-07-01,27.0,NMC,7.0,UFA,2025.0,11000000.0,13.8,11000000.0,9350000.0,910000.0,8440000.0,8475166.0,Standard,TOR,TOR
Victor Hedman,TBL,30.0,1990-12-18,LD,Left,2 - Round 1 - 2009 (TBL),True,2016-07-01,25.0,NMC,8.0,UFA,2025.0,7875000.0,10.8,7875000.0,8000000.0,8000000.0,0.0,8475167.0,Standard,TBL,TBL
Matt Duchene,NSH,30.0,1991-01-16,"C, LW, RW",Left,3 - Round 1 - 2009 (COL),False,2019-07-01,28.0,,7.0,UFA,2026.0,8000000.0,9.8,8000000.0,10000000.0,5000000.0,5000000.0,8475168.0,Standard,NSJ,NSJ
Evander Kane,EDM,29.0,1991-08-02,"LW, RW",Left,4 - Round 1 - 2009 (ATL),False,2022-01-27,29.0,NMC,1.0,UFA,2022.0,2108696.0,2.6,2108696.0,1375000.0,750000.0,625000.0,8475169.0,Standard,EDM,EDM
Brayden Schenn,STL,29.0,1991-08-22,"C, LW",Left,5 - Round 1 - 2009 (LAK),True,2019-10-04,28.0,NTC,8.0,UFA,2028.0,6500000.0,8.0,6500000.0,8000000.0,8000000.0,0.0,8475170.0,Standard,STL,STL
Oliver Ekman-Larsson,VAN,29.0,1991-07-17,LD,Left,6 - Round 1 - 2009 (ARI),True,2018-07-01,27.0,NMC,8.0,UFA,2027.0,8250000.0,10.4,8250000.0,10500000.0,10500000.0,0.0,8475171.0,Standard,VAN,VAN
Nazem Kadri,CGY,30.0,1990-10-06,C,Left,7 - Round 1 - 2009 (TOR),True,2016-04-13,25.0,M-NTC,6.0,UFA,2022.0,4500000.0,6.3,4500000.0,4000000.0,2000000.0,2000000.0,8475172.0,Standard,COL,COL
Ryan Ellis,PHI,30.0,1991-01-03,RD,Right,11 - Round 1 - 2009 (NSH),True,2018-08-14,28.0,,8.0,UFA,2027.0,6250000.0,7.9,6250000.0,7700000.0,7700000.0,0.0,8475176.0,Standard,PHI,PHI
Calvin De Haan,CAR,30.0,1991-05-09,LD/RD,Left,12 - Round 1 - 2009 (NYI),False,2018-07-03,27.0,,4.0,UFA,2022.0,4550000.0,5.7,4550000.0,5400000.0,5400000.0,0.0,8475177.0,Standard,CHI,CHI
Zack Kassian,ARI,30.0,1991-01-24,RW,Right,13 - Round 1 - 2009 (BUF),True,2020-01-29,29.0,,4.0,UFA,2024.0,3200000.0,3.9,3200000.0,3500000.0,2500000.0,1000000.0,8475178.0,Standard,EDM,EDM
Dmitry Kulikov,ANA,30.0,1990-10-29,LD/RD,Left,14 - Round 1 - 2009 (FLA),False,2021-07-28,30.0,M-NTC,2.0,UFA,2023.0,2250000.0,2.8,2250000.0,2250000.0,2250000.0,0.0,8475179.0,Standard,MIN,MIN
Nick Leddy,STL,30.0,1991-03-20,LD,Left,16 - Round 1 - 2009 (MIN),True,2015-02-24,23.0,,7.0,UFA,2022.0,5500000.0,8.0,5500000.0,7000000.0,7000000.0,0.0,8475181.0,Standard,DET,DET
Chris Kreider,NYR,30.0,1991-04-30,LW,Left,19 - Round 1 - 2009 (NYR),True,2020-02-24,29.0,NMC,7.0,UFA,2027.0,6500000.0,8.0,6500000.0,9500000.0,3500000.0,6000000.0,8475184.0,Standard,NYR,NYR
John Moore,ANA,30.0,1990-11-19,LD,Left,21 - Round 1 - 2009 (CBJ),False,2018-07-01,27.0,,5.0,UFA,2023.0,2750000.0,3.5,2750000.0,2750000.0,2750000.0,0.0,8475186.0,Standard,BOS,"ANA,VGK,BOS"
Brayden McNabb,VGK,30.0,1991-01-21,LD,Left,66 - Round 3 - 2009 (BUF),True,2017-11-29,27.0,,4.0,UFA,2022.0,2500000.0,3.3,2500000.0,2000000.0,2000000.0,0.0,8475188.0,Standard,VGK,VGK
Reilly Smith,VGK,30.0,1991-04-01,"RW, LW",Left,69 - Round 3 - 2009 (DAL),True,2016-07-03,25.0,,5.0,UFA,2022.0,5000000.0,6.8,5000000.0,4500000.0,3500000.0,1000000.0,8475191.0,Standard,VGK,VGK
Tomas Tatar,NJD,30.0,1990-12-01,"LW, RW",Left,60 - Round 2 - 2009 (DET),False,2021-08-05,30.0,,2.0,UFA,2023.0,4500000.0,5.5,4500000.0,3750000.0,2750000.0,1000000.0,8475193.0,Standard,NJD,NJD
Tyson Barrie,EDM,29.0,1991-07-26,RD,Right,64 - Round 3 - 2009 (COL),False,2021-07-28,29.0,,3.0,UFA,2024.0,4500000.0,5.5,4500000.0,4000000.0,3500000.0,500000.0,8475197.0,Standard,EDM,EDM
Eric Gelinas,-,30.0,1991-05-08,LD,Left,54 - Round 2 - 2009 (NJD),False,2021-06-13,30.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8475199.0,Standard,CAR,CAR
Dmitry Orlov,WSH,29.0,1991-07-23,LD/RD,Left,55 - Round 2 - 2009 (WSH),True,2017-06-30,25.0,M-NTC,6.0,UFA,2023.0,5100000.0,6.8,5100000.0,3300000.0,1300000.0,2000000.0,8475200.0,Standard,WSH,WSH
Brian Dumoulin,PIT,29.0,1991-09-06,LD,Left,51 - Round 2 - 2009 (CAR),False,2017-07-24,25.0,M-NTC,6.0,UFA,2023.0,4100000.0,5.5,4100000.0,4100000.0,4100000.0,0.0,8475208.0,Standard,PIT,PIT
Richard Pánik,NYI,30.0,1991-02-07,"LW, RW",Left,52 - Round 2 - 2009 (TBL),False,2019-07-01,28.0,,4.0,UFA,2023.0,2750000.0,3.4,2750000.0,3200000.0,3200000.0,0.0,8475209.0,Standard,NYI,NYI
Robin Lehner,VGK,29.0,1991-07-24,G,Left,46 - Round 2 - 2009 (OTT),True,2020-10-03,28.0,M-NTC,5.0,UFA,2025.0,5000000.0,6.1,5000000.0,5000000.0,5000000.0,0.0,8475215.0,Standard,VGK,VGK
Mattias Ekholm,NSH,31.0,1990-05-24,LD/RD,Left,102 - Round 4 - 2009 (NSH),True,2015-10-26,25.0,,6.0,UFA,2022.0,3750000.0,5.3,3750000.0,5000000.0,5000000.0,0.0,8475218.0,Standard,NSJ,NSJ
Marcus Foligno,MIN,29.0,1991-08-10,"RW, LW",Left,104 - Round 4 - 2009 (BUF),True,2021-01-12,29.0,,3.0,UFA,2024.0,3100000.0,3.8,3100000.0,2100000.0,2100000.0,0.0,8475220.0,Standard,MIN,MIN
Craig Smith,BOS,31.0,1989-09-05,"RW, C",Right,98 - Round 4 - 2009 (NSH),False,2020-10-10,30.0,,3.0,UFA,2023.0,3100000.0,3.8,3100000.0,3000000.0,3000000.0,0.0,8475225.0,Standard,BOS,BOS
Chris Wideman,MTL,31.0,1990-01-07,RD,Right,100 - Round 4 - 2009 (OTT),False,2021-07-28,31.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8475227.0,Standard,MTL,MTL
Casey Cizikas,NYI,30.0,1991-02-27,C,Left,92 - Round 4 - 2009 (NYI),False,2021-09-01,30.0,,6.0,UFA,2027.0,2500000.0,3.1,2500000.0,2500000.0,2500000.0,0.0,8475231.0,Standard,NYI,NYI
David Savard,MTL,30.0,1990-10-22,RD,Right,94 - Round 4 - 2009 (CBJ),False,2021-07-28,30.0,,4.0,UFA,2025.0,3500000.0,4.3,3500000.0,2800000.0,2800000.0,0.0,8475233.0,Standard,MTL,MTL
Nicolas Deslauriers,PHI,30.0,1991-02-22,"RW, LW",Left,84 - Round 3 - 2009 (LAK),True,2020-02-15,29.0,,2.0,UFA,2022.0,1000000.0,1.2,1000000.0,1000000.0,1000000.0,0.0,8475235.0,Standard,ANA,"ANA,MIN"
Cody Eakin,-,30.0,1991-05-24,C,Left,85 - Round 3 - 2009 (WSH),False,2020-10-10,29.0,,2.0,UFA,2022.0,2250000.0,2.8,2250000.0,2500000.0,2500000.0,0.0,8475236.0,Standard,BUF,BUF
Kevin Connauton,PHI,31.0,1990-02-23,LD/RD,Left,83 - Round 3 - 2009 (VAN),True,2021-06-01,31.0,,1.0,UFA,2022.0,825000.0,1.0,825000.0,825000.0,800000.0,25000.0,8475246.0,Standard,PHI,"PHI,FLA"
Gabriel Dumont,-,30.0,1990-10-06,C,Right,139 - Round 5 - 2009 (MTL),False,2021-07-28,30.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8475254.0,Standard,TBL,TBL
Byron Froese,VGK,30.0,1991-03-12,C,Right,119 - Round 4 - 2009 (CHI),False,2020-10-09,29.0,,2.0,UFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8475278.0,Standard,CGY,CGY
Ben Chiarot,DET,30.0,1991-05-09,LD/RD,Left,120 - Round 4 - 2009 (ATL),False,2019-07-04,28.0,M-NTC,3.0,UFA,2022.0,3500000.0,4.3,3500000.0,3500000.0,2500000.0,1000000.0,8475279.0,Standard,MTL,MTL
Erik Haula,NJD,30.0,1991-03-23,"C, LW",Left,182 - Round 7 - 2009 (MIN),False,2021-07-28,30.0,,2.0,UFA,2023.0,2375000.0,2.9,2375000.0,2250000.0,2250000.0,0.0,8475287.0,Standard,BOS,BOS
Darcy Kuemper,WSH,31.0,1990-05-05,G,Left,161 - Round 6 - 2009 (MIN),True,2019-10-02,30.0,,2.0,UFA,2022.0,4500000.0,5.5,4500000.0,5500000.0,5500000.0,0.0,8475311.0,Standard,COL,COL
Anders Lee,NYI,30.0,1990-07-03,"LW, C",Left,152 - Round 6 - 2009 (NYI),False,2019-07-01,28.0,NTC,7.0,UFA,2026.0,7000000.0,8.6,7000000.0,9000000.0,9000000.0,0.0,8475314.0,Standard,NYI,NYI
Nick Jensen,WSH,30.0,1990-09-21,RD,Right,150 - Round 5 - 2009 (DET),True,2019-02-22,28.0,,4.0,UFA,2023.0,2500000.0,3.1,2500000.0,3000000.0,2500000.0,500000.0,8475324.0,Standard,WSH,WSH
Nic Dowd,WSH,31.0,1990-05-27,C,Right,198 - Round 7 - 2009 (LAK),True,2019-04-11,29.0,,3.0,UFA,2022.0,750000.0,0.9,750000.0,800000.0,800000.0,0.0,8475343.0,Standard,WSH,WSH
Justin Dowling,VAN,30.0,1990-10-01,"C, LW",Left,-,False,2021-07-28,30.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8475413.0,Standard,VAN,VAN
Brenden Dillon,WPG,30.0,1990-11-13,LD,Left,-,True,2020-10-06,29.0,,4.0,UFA,2024.0,3900000.0,4.8,3900000.0,3100000.0,1100000.0,2000000.0,8475455.0,Standard,WPG,WPG
Andrew Agozzino,SJS,30.0,1991-01-03,"C, LW",Left,-,False,2021-07-28,30.0,,1.0,UFA,2022.0,800000.0,1.0,800000.0,800000.0,800000.0,0.0,8475461.0,Standard,OTT,OTT
Radko Gudas,FLA,31.0,1990-06-05,RD,Right,66 - Round 3 - 2010 (TBL),False,2020-10-09,30.0,,3.0,UFA,2023.0,2500000.0,3.1,2500000.0,2500000.0,2500000.0,0.0,8475462.0,Standard,FLA,FLA
Carter Hutton,-,35.0,1985-12-19,G,Left,-,False,2021-07-28,35.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8475622.0,35+,ARI,"ARI,TOR"
Matt Irwin,WSH,33.0,1987-11-29,LD/RD,Left,-,False,2021-07-28,33.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8475625.0,Standard,WSH,WSH
Cam Talbot,OTT,33.0,1987-07-05,G,Left,-,False,2020-10-09,32.0,,3.0,UFA,2023.0,3666667.0,4.5,3666667.0,4000000.0,4000000.0,0.0,8475660.0,Standard,MIN,MIN
Sergei Bobrovsky,FLA,32.0,1988-09-20,G,Left,-,False,2019-07-01,30.0,NMC,7.0,UFA,2026.0,10000000.0,12.3,10000000.0,12000000.0,6000000.0,6000000.0,8475683.0,Standard,FLA,FLA
Christopher Tanev,CGY,31.0,1989-12-20,RD,Right,-,False,2020-10-09,30.0,M-NTC,4.0,UFA,2024.0,4500000.0,5.5,4500000.0,5500000.0,5500000.0,0.0,8475690.0,Standard,CGY,CGY
